SKU,Barcode,ProductName,Category,SubCategory,Brand,UnitSize,BaseUnitPriceLKR,CostPriceLKR,TypicalShelfLifeDays,IsPerishable,PerishabilityTier,Supplier,SupplierSKU,CaseSize,MinOrderQty,MaxShelfCapacityUnits,BackroomCapacity,AverageWeeklySales,SeasonalityIndex,TurnoverDays
LK-INS-L4E9N,4796292459898,Ramen Cup Noodles 400g,Instant Foods,Instant Noodles,Ramen,400g,700.0,576.87,420,False,NONE,Hambantota Instant Foods Supply Co. ANF,RAM-RAME-400G-67,12,2,68,102,10.11,0.96,33.0
LK-INS-QNFNW,4792235906276,Maggi Oats 400g,Instant Foods,Instant Other,Maggi,400g,389.95,325.34,262,False,NONE,Prima Lanka Ltd,MAG-MAGG-400G-UC,36,1,41,61,7.25,0.91,27.7
LK-INS-6BQQY,4790462933744,Prima Soup Mix 400g,Instant Foods,Soup Mix,Prima,400g,559.95,444.02,378,False,NONE,Galle Instant Foods Supply Co. 4WS,PRI-PRIM-400G-YN,24,2,37,70,1.37,1.08,132.3
LK-INS-BXRCT,4795875950821,Knorr Instant Noodles 500g,Instant Foods,Instant Noodles,Knorr,500g,389.95,306.91,492,False,NONE,Galle Instant Foods Supply Co. 5J7,KNO-KNOR-500G-8J,12,2,71,134,10.28,0.85,33.8
LK-INS-V37U7,4795291483569,Knorr Instant Noodles 90g,Instant Foods,Instant Noodles,Knorr,90g,130.0,104.81,335,False,NONE,Galle Instant Foods Supply Co. 5J7,KNO-KNOR-90G-C2,36,2,66,134,7.35,1.22,44.0
LK-INS-ZSGHD,4795562412663,Knorr Cup Noodles 400g,Instant Foods,Instant Noodles,Knorr,400g,319.95,253.55,526,False,NONE,Hambantota Instant Foods Supply Co. ANF,KNO-KNOR-400G-4B,36,2,27,52,2.65,0.86,49.9
LK-INS-NKB5W,4794326143409,Prima Instant Noodles 500g,Instant Foods,Instant Noodles,Prima,500g,209.9,173.63,346,False,NONE,Colombo Instant Foods Supply Co. G5Y,PRI-PRIM-500G-8E,24,2,80,163,18.72,0.87,20.9
LK-INS-BZREM,4792526497476,Knorr Instant Noodles 400g,Instant Foods,Instant Noodles,Knorr,400g,350.0,283.78,513,False,NONE,Negombo Instant Foods Supply Co. DPT,KNO-KNOR-400G-7D,24,3,65,118,21.23,1.05,15.0
LK-INS-7FCEC,4791244805693,Kist Soup Mix 400g,Instant Foods,Soup Mix,Kist,400g,569.9,445.84,195,False,NONE,Kalutara Instant Foods Supply Co. NSC,KIS-KIST-400G-JG,12,3,43,82,3.95,0.95,53.3
LK-INS-NEUMB,4794993064045,Ramen Instant Noodles 70g,Instant Foods,Instant Noodles,Ramen,70g,90.0,73.53,537,False,NONE,Galle Instant Foods Supply Co. 4WS,RAM-RAME-70G-JE,12,3,26,48,5.4,0.88,23.6
LK-INS-7WC24,4790675141486,Ramen Cup Noodles 500g,Instant Foods,Instant Noodles,Ramen,500g,389.9,327.97,447,False,NONE,Colombo Instant Foods Supply Co. G5Y,RAM-RAME-500G-YE,24,3,25,44,21.71,1.22,5.6
LK-INS-2HGXH,4791162714350,Ramen Oats 500g,Instant Foods,Instant Other,Ramen,500g,289.9,230.47,456,False,NONE,Colombo Instant Foods Supply Co. G5Y,RAM-RAME-500G-SH,12,3,30,55,3.42,1.1,43.0
LK-INS-PHC9N,4797122072508,Kist Oats 80g,Instant Foods,Instant Other,Kist,80g,170.0,133.36,358,False,NONE,Negombo Instant Foods Supply Co. DPT,KIS-KIST-80G-VW,36,2,43,91,1.91,1.17,110.3
LK-INS-R4CGA,4799993191401,Prima Instant Noodles 90g,Instant Foods,Instant Noodles,Prima,90g,150.0,123.79,297,False,NONE,Prima Lanka Ltd,PRI-PRIM-90G-HL,36,3,69,90,2.42,1.13,139.7
LK-INS-EXSKY,4794345026646,Prima Soup Mix 70g,Instant Foods,Soup Mix,Prima,70g,165.5,130.75,336,False,NONE,Galle Instant Foods Supply Co. PSJ,PRI-PRIM-70G-8R,36,3,64,114,3.9,0.96,80.4
LK-INS-J7KTN,4790677798367,Kist Oats 70g,Instant Foods,Instant Other,Kist,70g,90.0,74.17,267,False,NONE,Hambantota Instant Foods Supply Co. ANF,KIS-KIST-70G-7E,12,3,24,41,1.87,0.87,62.9
LK-INS-QNGY7,4799208236613,Kist Instant Noodles 90g,Instant Foods,Instant Noodles,Kist,90g,145.0,122.02,535,False,NONE,Kalutara Instant Foods Supply Co. NER,KIS-KIST-90G-LB,12,3,76,165,5.58,0.98,66.7
LK-INS-D45HF,4790840390923,Knorr Soup Mix 500g,Instant Foods,Soup Mix,Knorr,500g,185.0,148.66,385,False,NONE,Hambantota Instant Foods Supply Co. ANF,KNO-KNOR-500G-38,12,3,25,49,3.79,0.93,32.3
LK-INS-395AX,4795080050903,Kist Cup Noodles 90g,Instant Foods,Instant Noodles,Kist,90g,165.0,139.31,380,False,NONE,Negombo Instant Foods Supply Co. DPT,KIS-KIST-90G-PC,24,2,47,58,10.92,1.18,21.1
LK-INS-VEUEJ,4794361605023,Knorr Oats 400g,Instant Foods,Instant Other,Knorr,400g,460.0,376.09,331,False,NONE,Prima Lanka Ltd,KNO-KNOR-400G-63,12,1,72,131,18.01,0.97,19.6
LK-INS-ARJF6,4797491176753,Kist Oats 400g,Instant Foods,Instant Other,Kist,400g,669.95,544.97,314,False,NONE,Galle Instant Foods Supply Co. 5J7,KIS-KIST-400G-BC,24,2,76,128,12.39,1.2,30.1
LK-INS-JMWDR,4798603903670,Ramen Instant Noodles 90g,Instant Foods,Instant Noodles,Ramen,90g,120.0,96.43,520,False,NONE,Kalutara Instant Foods Supply Co. NSC,RAM-RAME-90G-56,24,3,54,116,7.21,0.98,36.7
LK-INS-9UNJ9,4790812078002,Ramen Soup Mix 70g,Instant Foods,Soup Mix,Ramen,70g,95.0,78.78,537,False,NONE,Colombo Instant Foods Supply Co. G5Y,RAM-RAME-70G-9F,12,1,24,34,1.89,1.05,62.2
LK-INS-AB7Y9,4798851661902,Kist Soup Mix 70g,Instant Foods,Soup Mix,Kist,70g,165.0,130.82,387,False,NONE,Hambantota Instant Foods Supply Co. ANF,KIS-KIST-70G-3S,24,2,62,77,8.68,1.15,35.0
LK-INS-KJL76,4792610540262,Maggi Soup Mix 90g,Instant Foods,Soup Mix,Maggi,90g,150.0,122.61,511,False,NONE,Prima Lanka Ltd,MAG-MAGG-90G-MV,24,2,70,107,26.88,1.06,12.8
LK-INS-PN6TY,4793918023846,Ramen Soup Mix 90g,Instant Foods,Soup Mix,Ramen,90g,125.0,98.4,499,False,NONE,Negombo Instant Foods Supply Co. DPT,RAM-RAME-90G-64,12,2,43,62,3.32,1.12,63.5
LK-INS-CDX6X,4793794763188,Maggi Oats 70g,Instant Foods,Instant Other,Maggi,70g,165.0,131.25,510,False,NONE,Colombo Instant Foods Supply Co. G5Y,MAG-MAGG-70G-SM,36,1,24,32,1.59,1.04,74.0
LK-INS-3FWEL,4791676089609,Prima Oats 500g,Instant Foods,Instant Other,Prima,500g,429.95,339.96,331,False,NONE,Galle Instant Foods Supply Co. 4WS,PRI-PRIM-500G-B2,24,2,56,116,10.19,1.13,26.9
LK-INS-PXSCV,4794503986386,Maggi Instant Noodles 400g,Instant Foods,Instant Noodles,Maggi,400g,370.0,299.54,475,False,NONE,Colombo Instant Foods Supply Co. G5Y,MAG-MAGG-400G-S2,24,1,57,75,1.14,1.01,245.0
LK-INS-MQEYN,4790707919045,Kist Cup Noodles 500g,Instant Foods,Instant Noodles,Kist,500g,165.0,131.02,295,False,NONE,Negombo Instant Foods Supply Co. DPT,KIS-KIST-500G-95,12,1,46,58,14.11,0.94,16.0
LK-GRA-KSYTF,4798337881473,Red Nadu Rice 1kg,Rice & Grains,Rice,Local,1kg,509.9,462.57,423,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-REDN-1KG-VK,24,1,53,106,21.31,0.93,12.2
LK-GRA-6566X,4795005357605,Red Nadu Rice 5kg,Rice & Grains,Rice,Local,5kg,2350.0,2167.56,296,False,NONE,Matara Rice Supply Co. 9PY,LOC-REDN-5KG-Q3,24,2,37,81,1.66,0.96,109.2
LK-GRA-QKW54,4791482436482,White Nadu Rice 1kg,Rice & Grains,Rice,Local,1kg,320.0,294.52,684,False,NONE,Matara Rice Supply Co. EER,LOC-WHIT-1KG-E6,36,2,68,112,3.13,0.95,106.5
LK-GRA-BF9SF,4799640009257,White Nadu Rice 5kg,Rice & Grains,Rice,Local,5kg,2269.95,1989.56,640,False,NONE,Ambalangoda Rice Supply Co. SL6,LOC-WHIT-5KG-NX,36,3,77,102,3.68,1.14,102.5
LK-GRA-V8HUY,4791374028269,Samba Rice 1kg,Rice & Grains,Rice,Local,1kg,369.9,342.5,469,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-SAMB-1KG-Y5,24,2,60,85,8.54,1.0,34.4
LK-GRA-QVR6Z,4799553642206,Samba Rice 5kg,Rice & Grains,Rice,Local,5kg,1839.9,1617.14,254,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-SAMB-5KG-S6,12,2,40,83,7.74,1.03,25.3
LK-GRA-E72L6,4790438852871,Basmati Rice 1kg,Rice & Grains,Rice,Imported,1kg,439.95,390.61,251,False,NONE,Colombo Rice Supply Co. QEC,IMP-BASM-1KG-YQ,24,2,38,46,3.52,1.07,52.9
LK-GRA-MTDKS,4798046886981,Basmati Rice 5kg,Rice & Grains,Rice,Imported,5kg,2459.95,2231.74,516,False,NONE,Matara Rice Supply Co. 9PY,IMP-BASM-5KG-C6,24,2,80,167,6.39,1.02,61.3
LK-GRA-7N8FX,4796162173671,Red Dhal 500g,Rice & Grains,Dhal,Local,500g,419.9,380.15,803,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-REDD-500G-FR,36,3,36,45,16.63,0.95,10.6
LK-GRA-5LV35,4797621822475,Red Dhal 1kg,Rice & Grains,Dhal,Local,1kg,259.9,234.19,363,False,NONE,Ambalangoda Rice Supply Co. 3L7,LOC-REDD-1KG-MJ,24,3,49,90,4.51,1.01,53.2
LK-GRA-TY7KX,4797852352987,Yellow Dhal 500g,Rice & Grains,Dhal,Local,500g,890.0,801.07,893,False,NONE,Colombo Rice Supply Co. QEC,LOC-YELL-500G-BN,24,1,38,75,5.84,0.93,31.9
LK-GRA-YWMME,4798195171907,Yellow Dhal 1kg,Rice & Grains,Dhal,Local,1kg,320.0,294.47,307,False,NONE,Ambalangoda Rice Supply Co. SL6,LOC-YELL-1KG-B5,24,3,65,105,0.89,1.12,357.9
LK-GRA-RNN3U,4792550353328,Atta Flour 500g,Rice & Grains,Flour,Local,500g,350.0,306.9,560,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-ATTA-500G-FC,12,2,45,96,2.49,1.09,88.6
LK-GRA-Y68CQ,4791705682580,Atta Flour 1kg,Rice & Grains,Flour,Local,1kg,409.95,365.63,859,False,NONE,Galle Rice Supply Co. RNN,LOC-ATTA-1KG-MC,12,2,75,159,36.57,1.1,10.0
LK-GRA-Q55R4,4794449810639,Rice Flour 500g,Rice & Grains,Rice,Local,500g,800.0,712.3,767,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-RICE-500G-J4,24,2,60,80,2.01,1.1,146.3
LK-GRA-JEFMT,4797435069783,Rice Flour 1kg,Rice & Grains,Rice,Local,1kg,320.0,293.5,864,False,NONE,Galle Rice Supply Co. RNN,LOC-RICE-1KG-DP,36,3,32,66,2.97,0.95,52.8
LK-GRA-CGZAZ,4799547616800,Rathna White Rice 10kg,Rice & Grains,Rice,Rathna,10kg,2820.0,2515.33,850,False,NONE,Matara Rice Supply Co. 9PY,RAT-RATH-10KG-2C,12,1,43,82,0.2,1.14,1053.5
LK-GRA-NHTPR,4796057432111,Araliya Red Dhal 2kg,Rice & Grains,Dhal,Araliya,2kg,820.0,734.47,321,False,NONE,Colombo Rice Supply Co. QEC,ARA-ARAL-2KG-YT,36,2,63,115,6.54,1.04,47.2
LK-GRA-DER2U,4791765920592,Rathna Nadu Rice 10kg,Rice & Grains,Rice,Rathna,10kg,4520.0,4156.16,628,False,NONE,Matara Rice Supply Co. EER,RAT-RATH-10KG-P3,12,1,80,166,67.27,0.9,5.8
LK-GRA-4B2UP,4799453497326,Imported Green Gram 10kg,Rice & Grains,Grains & Pulses,Imported,10kg,4519.95,3934.67,461,False,NONE,Colombo Rice Supply Co. QEC,IMP-IMPO-10KG-A4,12,1,47,65,2.64,1.14,87.2
LK-GRA-5MVBV,4799704648552,Local Samba Rice 5kg,Rice & Grains,Rice,Local,5kg,1239.95,1091.88,592,False,NONE,Matara Rice Supply Co. EER,LOC-LOCA-5KG-G3,36,2,34,65,2.61,1.09,63.8
LK-GRA-FPZNG,4790389166775,Local Nadu Rice 1kg,Rice & Grains,Rice,Local,1kg,490.0,431.82,342,False,NONE,Matara Rice Supply Co. 9PY,LOC-LOCA-1KG-BZ,12,1,56,118,2.63,1.14,104.3
LK-GRA-SKACK,4795857839809,Rathna Red Dhal 1kg,Rice & Grains,Dhal,Rathna,1kg,389.9,339.14,860,False,NONE,Galle Rice Supply Co. RNN,RAT-RATH-1KG-8B,12,3,54,75,3.86,1.14,68.5
LK-GRA-PD7S7,4798134095141,Local Nadu Rice 10kg,Rice & Grains,Rice,Local,10kg,4610.0,4185.54,603,False,NONE,Colombo Rice Supply Co. QEC,LOC-LOCA-10KG-WD,36,1,59,76,3.28,0.92,88.1
LK-GRA-YVGJN,4794810945250,Imported Nadu Rice 2kg,Rice & Grains,Rice,Imported,2kg,919.95,801.5,767,False,NONE,Matara Rice Supply Co. EER,IMP-IMPO-2KG-R2,12,2,77,120,16.5,1.13,22.9
LK-GRA-6DEDN,4792152941763,Rathna Nadu Rice 5kg,Rice & Grains,Rice,Rathna,5kg,2130.0,1882.71,817,False,NONE,Colombo Rice Supply Co. QEC,RAT-RATH-5KG-HG,24,2,34,49,1.22,1.09,136.6
LK-GRA-JH24V,4798100112339,Local Green Gram 2kg,Rice & Grains,Grains & Pulses,Local,2kg,939.95,833.75,318,False,NONE,Matara Rice Supply Co. 9PY,LOC-LOCA-2KG-BH,24,3,61,123,13.79,1.15,21.7
LK-GRA-2VGUR,4794462280747,Araliya Red Rice 1kg,Rice & Grains,Rice,Araliya,1kg,419.9,375.45,436,False,NONE,Matara Rice Supply Co. 9PY,ARA-ARAL-1KG-DW,12,1,45,86,2.91,1.13,75.8
LK-GRA-5Q3KX,4797721087279,Araliya White Rice 10kg,Rice & Grains,Rice,Araliya,10kg,4439.95,3975.85,310,False,NONE,Matara Rice Supply Co. EER,ARA-ARAL-10KG-HD,24,1,46,89,4.02,1.09,56.1
LK-GRA-VYZL5,4794352217327,Rathna Samba Rice 5kg,Rice & Grains,Rice,Rathna,5kg,2249.95,2038.42,333,False,NONE,Ambalangoda Rice Supply Co. 3L7,RAT-RATH-5KG-VK,24,3,65,121,3.69,0.94,86.3
LK-GRA-2WGRS,4792045781315,Local Samba Rice 1kg,Rice & Grains,Rice,Local,1kg,490.0,440.6,416,False,NONE,Matara Rice Supply Co. EER,LOC-LOCA-1KG-Z2,12,2,38,47,4.41,1.11,42.2
LK-GRA-U5VVM,4791437780554,Rathna Yellow Dhal 10kg,Rice & Grains,Dhal,Rathna,10kg,3009.95,2766.71,307,False,NONE,Matara Rice Supply Co. 9PY,RAT-RATH-10KG-JJ,24,3,25,53,9.24,0.98,13.3
LK-GRA-6MY35,4794113507643,Araliya Samba Rice 2kg,Rice & Grains,Rice,Araliya,2kg,710.0,632.3,770,False,NONE,Ambalangoda Rice Supply Co. 3L7,ARA-ARAL-2KG-26,12,3,69,110,8.32,0.91,40.6
LK-GRA-9WDYM,4792011270423,Araliya Red Rice 5kg,Rice & Grains,Rice,Araliya,5kg,1259.95,1158.66,529,False,NONE,Galle Rice Supply Co. RNN,ARA-ARAL-5KG-ZQ,12,2,37,72,0.67,0.95,270.6
LK-GRA-8VV49,4790711989515,Local Green Gram 1kg,Rice & Grains,Grains & Pulses,Local,1kg,349.9,304.54,876,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-LOCA-1KG-HH,24,3,58,121,11.36,1.13,25.0
LK-GRA-3AM3V,4792362458846,Rathna Red Dhal 10kg,Rice & Grains,Dhal,Rathna,10kg,3789.95,3427.26,768,False,NONE,Matara Rice Supply Co. 9PY,RAT-RATH-10KG-2P,24,1,75,111,2.5,1.12,147.0
LK-GRA-EE9SV,4794002748942,Imported Green Gram 5kg,Rice & Grains,Grains & Pulses,Imported,5kg,1929.95,1715.16,710,False,NONE,Galle Rice Supply Co. RNN,IMP-IMPO-5KG-TV,12,3,62,125,3.3,0.91,92.1
LK-GRA-HE4EL,4797734774968,Araliya Samba Rice 10kg,Rice & Grains,Rice,Araliya,10kg,3270.0,2890.16,359,False,NONE,Ambalangoda Rice Supply Co. SL6,ARA-ARAL-10KG-UZ,36,2,53,111,9.87,1.06,26.3
LK-GRA-49WUH,4793545579709,Araliya Green Gram 10kg,Rice & Grains,Grains & Pulses,Araliya,10kg,2690.0,2409.54,565,False,NONE,Matara Rice Supply Co. 9PY,ARA-ARAL-10KG-7D,24,3,65,81,9.61,0.98,33.1
LK-GRA-GK8MY,4799212985675,Rathna Nadu Rice 2kg,Rice & Grains,Rice,Rathna,2kg,589.9,539.36,508,False,NONE,Matara Rice Supply Co. 9PY,RAT-RATH-2KG-JS,12,2,47,72,2.54,0.98,90.7
LK-GRA-WK3VK,4794374282204,Rathna Samba Rice 10kg,Rice & Grains,Rice,Rathna,10kg,4749.9,4251.52,681,False,NONE,Galle Rice Supply Co. RNN,RAT-RATH-10KG-JD,24,1,24,38,2.25,1.01,52.3
LK-GRA-T74D4,4797372500936,Araliya Green Gram 2kg,Rice & Grains,Grains & Pulses,Araliya,2kg,669.95,617.85,349,False,NONE,Galle Rice Supply Co. RNN,ARA-ARAL-2KG-HX,24,2,74,102,0.16,1.08,2266.2
LK-GRA-STYJP,4796494110023,Rathna Red Rice 1kg,Rice & Grains,Rice,Rathna,1kg,250.0,222.42,583,False,NONE,Colombo Rice Supply Co. QEC,RAT-RATH-1KG-29,24,1,43,54,2.64,1.14,79.8
LK-GRA-H28M4,4790586531437,Local White Rice 1kg,Rice & Grains,Rice,Local,1kg,270.0,237.23,562,False,NONE,Matara Rice Supply Co. EER,LOC-LOCA-1KG-MM,12,3,76,94,1.2,1.07,310.3
LK-GRA-XN39U,4792860176785,Local Red Dhal 1kg,Rice & Grains,Dhal,Local,1kg,499.9,446.62,499,False,NONE,Ambalangoda Rice Supply Co. SL6,LOC-LOCA-1KG-PD,12,1,28,56,13.98,1.07,9.8
LK-GRA-KP79X,4790448063243,Imported Nadu Rice 5kg,Rice & Grains,Rice,Imported,5kg,2010.0,1818.2,408,False,NONE,Matara Rice Supply Co. EER,IMP-IMPO-5KG-3S,24,1,41,83,9.03,1.0,22.2
LK-GRA-RN8DJ,4791461690478,Local Red Dhal 10kg,Rice & Grains,Dhal,Local,10kg,3509.9,3185.69,718,False,NONE,Matara Rice Supply Co. 9PY,LOC-LOCA-10KG-2E,12,2,63,129,12.54,1.15,24.6
LK-GRA-N97CL,4799670503565,Araliya Yellow Dhal 10kg,Rice & Grains,Dhal,Araliya,10kg,3139.95,2772.89,511,False,NONE,Hikkaduwa Rice Supply Co. 8UC,ARA-ARAL-10KG-LR,24,2,72,106,12.04,1.15,29.3
LK-GRA-FFC3W,4796322679111,Local Samba Rice 10kg,Rice & Grains,Rice,Local,10kg,4659.95,4169.57,605,False,NONE,Colombo Rice Supply Co. QEC,LOC-LOCA-10KG-9X,12,2,46,82,3.35,1.1,67.3
LK-GRA-JKYRS,4791875761764,Imported Nadu Rice 10kg,Rice & Grains,Rice,Imported,10kg,4029.9,3697.93,389,False,NONE,Matara Rice Supply Co. EER,IMP-IMPO-10KG-9L,12,2,79,166,2.58,1.1,150.0
LK-GRA-PRUDN,4793783615924,Local Yellow Dhal 2kg,Rice & Grains,Dhal,Local,2kg,970.0,897.33,839,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-LOCA-2KG-24,36,3,48,88,3.08,1.02,76.4
LK-GRA-MK9ZA,4799360470924,Araliya Red Dhal 5kg,Rice & Grains,Dhal,Araliya,5kg,1719.95,1587.31,290,False,NONE,Ambalangoda Rice Supply Co. 3L7,ARA-ARAL-5KG-CR,12,3,75,96,0.53,1.1,693.4
LK-GRA-MK4TW,4794276293360,Araliya Samba Rice 5kg,Rice & Grains,Rice,Araliya,5kg,1600.0,1428.81,832,False,NONE,Matara Rice Supply Co. 9PY,ARA-ARAL-5KG-PK,24,1,67,111,4.95,1.1,66.3
LK-GRA-4EBBD,4794093362720,Imported Red Rice 10kg,Rice & Grains,Rice,Imported,10kg,4129.95,3703.45,885,False,NONE,Matara Rice Supply Co. EER,IMP-IMPO-10KG-VX,12,2,54,84,1.62,0.96,163.3
LK-GRA-GWYRK,4795016993298,Local Red Dhal 5kg,Rice & Grains,Dhal,Local,5kg,1390.0,1272.24,391,False,NONE,Ambalangoda Rice Supply Co. SL6,LOC-LOCA-5KG-SZ,12,1,69,128,3.89,1.1,86.9
LK-GRA-WGQN5,4796057529668,Imported Samba Rice 1kg,Rice & Grains,Rice,Imported,1kg,259.95,234.63,543,False,NONE,Matara Rice Supply Co. 9PY,IMP-IMPO-1KG-V8,12,1,56,72,2.63,0.9,104.3
LK-GRA-S3XZD,4796369851679,Imported Nadu Rice 1kg,Rice & Grains,Rice,Imported,1kg,279.9,247.77,790,False,NONE,Matara Rice Supply Co. 9PY,IMP-IMPO-1KG-4Z,24,1,62,97,2.92,1.0,104.0
LK-GRA-YGUR6,4790434249163,Local Nadu Rice 2kg,Rice & Grains,Rice,Local,2kg,849.95,768.16,553,False,NONE,Galle Rice Supply Co. RNN,LOC-LOCA-2KG-5N,12,3,53,88,6.07,0.94,42.8
LK-GRA-8NFBQ,4794731751022,Imported Samba Rice 2kg,Rice & Grains,Rice,Imported,2kg,550.0,504.97,350,False,NONE,Ambalangoda Rice Supply Co. 3L7,IMP-IMPO-2KG-ZR,36,2,24,40,0.19,0.93,618.9
LK-GRA-PW5NU,4793171916336,Imported Red Dhal 1kg,Rice & Grains,Dhal,Imported,1kg,319.95,278.96,329,False,NONE,Hikkaduwa Rice Supply Co. 8UC,IMP-IMPO-1KG-YS,24,1,68,105,3.57,0.96,93.3
LK-GRA-94KKC,4796829945801,Imported Samba Rice 10kg,Rice & Grains,Rice,Imported,10kg,4190.0,3799.92,350,False,NONE,Galle Rice Supply Co. RNN,IMP-IMPO-10KG-VY,24,1,67,117,11.77,0.92,27.9
LK-GRA-ZUNGV,4795365133864,Imported Green Gram 1kg,Rice & Grains,Grains & Pulses,Imported,1kg,400.0,360.39,420,False,NONE,Colombo Rice Supply Co. QEC,IMP-IMPO-1KG-Q4,24,2,78,123,41.82,0.9,9.1
LK-GRA-R28FJ,4797470695312,Local Samba Rice 2kg,Rice & Grains,Rice,Local,2kg,619.95,549.73,735,False,NONE,Galle Rice Supply Co. RNN,LOC-LOCA-2KG-G7,36,2,78,93,0.61,1.01,626.6
LK-GRA-F5LNE,4799167875861,Imported White Rice 1kg,Rice & Grains,Rice,Imported,1kg,520.0,456.23,519,False,NONE,Matara Rice Supply Co. 9PY,IMP-IMPO-1KG-S9,24,1,80,158,5.88,1.06,66.7
LK-GRA-S3G5H,4794384039720,Araliya White Rice 1kg,Rice & Grains,Rice,Araliya,1kg,340.0,308.13,241,False,NONE,Hikkaduwa Rice Supply Co. 8UC,ARA-ARAL-1KG-28,24,2,46,75,11.26,1.05,20.0
LK-GRA-Y3N4D,4793855288230,Rathna Green Gram 2kg,Rice & Grains,Grains & Pulses,Rathna,2kg,519.95,453.96,303,False,NONE,Colombo Rice Supply Co. QEC,RAT-RATH-2KG-PK,36,3,55,94,2.01,0.95,134.1
LK-GRA-774RZ,4798692254370,Araliya Red Rice 2kg,Rice & Grains,Rice,Araliya,2kg,660.0,587.59,350,False,NONE,Matara Rice Supply Co. 9PY,ARA-ARAL-2KG-4N,24,3,35,59,2.12,0.93,80.9
LK-GRA-XYNTZ,4790698958290,Local Red Rice 2kg,Rice & Grains,Rice,Local,2kg,879.9,782.42,851,False,NONE,Matara Rice Supply Co. EER,LOC-LOCA-2KG-4R,12,3,69,93,53.61,0.97,6.3
LK-GRA-VQFVH,4794215440961,Local Yellow Dhal 10kg,Rice & Grains,Dhal,Local,10kg,3649.95,3206.51,871,False,NONE,Ambalangoda Rice Supply Co. SL6,LOC-LOCA-10KG-2K,24,2,59,127,4.47,0.98,64.7
LK-GRA-7BNZS,4797663077994,Araliya Nadu Rice 5kg,Rice & Grains,Rice,Araliya,5kg,2530.0,2242.06,891,False,NONE,Ambalangoda Rice Supply Co. SL6,ARA-ARAL-5KG-WE,36,1,61,74,1.45,1.1,206.1
LK-GRA-T4GZC,4794117082924,Local Nadu Rice 5kg,Rice & Grains,Rice,Local,5kg,2469.9,2216.87,473,False,NONE,Galle Rice Supply Co. RNN,LOC-LOCA-5KG-DK,24,1,72,136,4.75,1.05,74.3
LK-GRA-6S6MD,4795552378399,Rathna Nadu Rice 1kg,Rice & Grains,Rice,Rathna,1kg,339.95,300.44,551,False,NONE,Colombo Rice Supply Co. QEC,RAT-RATH-1KG-S9,24,3,68,133,107.79,0.97,3.1
LK-GRA-V4XEC,4793483082415,Rathna Yellow Dhal 5kg,Rice & Grains,Dhal,Rathna,5kg,1389.9,1221.75,491,False,NONE,Galle Rice Supply Co. RNN,RAT-RATH-5KG-CH,24,1,49,91,5.58,1.08,43.0
LK-GRA-RUH98,4793343071825,Local White Rice 10kg,Rice & Grains,Rice,Local,10kg,4649.95,4205.7,819,False,NONE,Hikkaduwa Rice Supply Co. 8UC,LOC-LOCA-10KG-GL,12,3,66,80,5.33,0.94,60.7
LK-GRA-HFBDK,4793883697028,Araliya Yellow Dhal 1kg,Rice & Grains,Dhal,Araliya,1kg,300.0,261.01,773,False,NONE,Hikkaduwa Rice Supply Co. 8UC,ARA-ARAL-1KG-Y6,36,2,39,77,4.48,0.92,42.7
LK-GRA-M3R3L,4794023849208,Rathna Red Rice 5kg,Rice & Grains,Rice,Rathna,5kg,1299.9,1181.26,702,False,NONE,Galle Rice Supply Co. RNN,RAT-RATH-5KG-E8,36,2,63,80,6.93,1.05,44.5
LK-GRA-J2RXR,4799106733382,Rathna Samba Rice 1kg,Rice & Grains,Rice,Rathna,1kg,249.95,221.74,730,False,NONE,Galle Rice Supply Co. RNN,RAT-RATH-1KG-62,24,2,72,107,28.48,1.07,12.4
LK-GRA-ZYXMB,4791015444847,Rathna Red Rice 10kg,Rice & Grains,Rice,Rathna,10kg,4010.0,3550.87,481,False,NONE,Ambalangoda Rice Supply Co. SL6,RAT-RATH-10KG-KA,24,2,27,42,1.39,1.04,95.2
LK-GRA-LG67X,4799902549835,Local White Rice 5kg,Rice & Grains,Rice,Local,5kg,2559.95,2341.67,377,False,NONE,Ambalangoda Rice Supply Co. 3L7,LOC-LOCA-5KG-EB,12,2,24,45,2.87,1.06,41.0
LK-GRA-7MX6W,4795126370071,Araliya White Rice 2kg,Rice & Grains,Rice,Araliya,2kg,549.9,504.26,851,False,NONE,Hikkaduwa Rice Supply Co. 8UC,ARA-ARAL-2KG-5P,12,1,74,102,4.62,1.01,78.5
LK-GRA-U4LGP,4793459582956,Araliya Green Gram 5kg,Rice & Grains,Grains & Pulses,Araliya,5kg,2369.9,2072.63,740,False,NONE,Ambalangoda Rice Supply Co. SL6,ARA-ARAL-5KG-Y3,12,1,61,131,4.4,1.11,67.9
